common,page,actions,displays,start,err,ts,dt
"{""ar"":""440000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei Mate 30"",""mid"":""mid_203553"",""os"":""Android 11.0"",""uid"":""364"",""vc"":""v2.1.134""}","{""during_time"":""8483"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""7"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""10"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""18"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""}]",,,1592103477000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_242757"",""os"":""iOS 13.3.1"",""uid"":""308"",""vc"":""v2.1.132""}",,,,"{""entry"":""icon"",""loading_time"":2834,""open_ad_id"":15,""open_ad_ms"":9507,""open_ad_skip_ms"":0}",,1592103477000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_242757"",""os"":""iOS 13.3.1"",""uid"":""308"",""vc"":""v2.1.132""}","{""during_time"":""5779"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""26"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""18"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""2""},{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""4""}]",,,1592103477000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""1"",""md"":""iPhone Xs"",""mid"":""mid_242757"",""os"":""iOS 13.3.1"",""uid"":""308"",""vc"":""v2.1.132""}","{""during_time"":""9601"",""item"":""22"",""item_type"":""sku_id"",""last_page_id"":""home"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""cart_add"",""item"":""22"",""item_type"":""sku_id"",""ts"":1592103481200},{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103484400}]","[{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""query"",""item"":""6"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""14"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""31"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""3""}]",,,1592103478000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}",,,,"{""entry"":""notice"",""loading_time"":2095,""open_ad_id"":20,""open_ad_ms"":3231,""open_ad_skip_ms"":0}",,1592103477000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""7663"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""6"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""13"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""34"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""4""}]",,,1592103477000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""5789"",""item"":""口红"",""item_type"":""keyword"",""last_page_id"":""home"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""10"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""2"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""3"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""25"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""}]",,,1592103478000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""17660"",""item"":""32"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103487830}]","[{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""24"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""2""},{""display_type"":""query"",""item"":""30"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""17"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""5""}]",,,1592103479000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""9359"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_remove"",""item"":""20"",""item_type"":""sku_id"",""ts"":1592103484679}]",,,,1592103480000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""9286"",""item"":""10"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103481000,2020-06-14
"{""ar"":""530000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone Xs Max"",""mid"":""mid_140673"",""os"":""iOS 13.3.1"",""uid"":""844"",""vc"":""v2.1.134""}","{""during_time"":""16951"",""item"":""16,35,11"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103482000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}",,,,"{""entry"":""notice"",""loading_time"":3527,""open_ad_id"":16,""open_ad_ms"":9243,""open_ad_skip_ms"":3758}",,1592103477000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""17068"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""29"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""4""},{""display_type"":""query"",""item"":""21"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""}]",,,1592103477000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""12766"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103478000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""18814"",""item"":""图书"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""25"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""17"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""11"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""22"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""}]",,,1592103479000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""13848"",""item"":""33"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}",,"[{""display_type"":""promotion"",""item"":""11"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""8"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""20"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""21"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""2"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""1""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""},{""display_type"":""query"",""item"":""30"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""4""},{""display_type"":""query"",""item"":""12"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""4""}]",,,1592103480000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""19938"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,"{""error_code"":2693,""msg"":"" Exception in thread \\  java.net.SocketTimeoutException\\n \\tat com.atgugu.gmall2020.mock.bean.log.AppError.main(AppError.java:xxxxxx)""}",1592103481000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""2848"",""item"":""29"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103483424}]","[{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""27"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""14"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""}]",,,1592103482000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""18015"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103483000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""10877"",""item"":""32,2"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103484000,2020-06-14
"{""ar"":""440000"",""ba"":""Xiaomi"",""ch"":""wandoujia"",""is_new"":""0"",""md"":""Xiaomi Mix2 "",""mid"":""mid_681084"",""os"":""Android 11.0"",""uid"":""718"",""vc"":""v2.1.134""}","{""during_time"":""17459"",""item"":""16,19,35"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103485000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""huawei"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_203904"",""os"":""Android 11.0"",""uid"":""839"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":11484,""open_ad_id"":7,""open_ad_ms"":9006,""open_ad_skip_ms"":5685}",,1592103477000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""huawei"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_203904"",""os"":""Android 11.0"",""uid"":""839"",""vc"":""v2.1.134""}","{""during_time"":""9050"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""32"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""13"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""query"",""item"":""34"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""1""},{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""5""},{""display_type"":""query"",""item"":""32"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""15"",""item_type"":""sku_id"",""order"":""11"",""pos_id"":""3""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""12"",""pos_id"":""5""}]",,,1592103477000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""huawei"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_203904"",""os"":""Android 11.0"",""uid"":""839"",""vc"":""v2.1.134""}","{""during_time"":""4117"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103478000,2020-06-14
"{""ar"":""310000"",""ba"":""Xiaomi"",""ch"":""huawei"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_203904"",""os"":""Android 11.0"",""uid"":""839"",""vc"":""v2.1.134""}","{""during_time"":""6297"",""item"":""口红"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""1""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""18"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""1"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""5""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""1""}]",,,1592103479000,2020-06-14
